Mod Name,Project ID,File ID,Version,Author(s),Summary,File Size (Bytes),Game Versions
Dave's Potioneering,639653,5645985,Dave's Potioneering-forge-1.20.1-12.jar,SoterDave,Dave?s Potioneering is a mod that makes changes to how potions and alchemy work with the goal of making the brewing and use of potions much more enjoyable.,639205,"1.20.1, Forge"
ChoiceTheorem's Overhauled Village,623908,6080449,[Forge]CTOV-3.4.11,ChoiceTheorem,"Enhances and creates new villages and pillager outposts, that perfectly fit into your Minecraft world.",6000515,"NeoForge, 1.20.1, Forge"
Rainbow Reef,936849,4999914,Rainbow Reef 2.1,TheValiantSquidward,A mod that adds various colorful reef fish!,270448,"1.20.1, Forge, 1.20"
Nebulus' Jungle Tree,1035265,5438083,Nebulus' Jungle Tree 2.1.0,"Nebulus, Taknax",Jungle Tree is a Minecraft modification aims to add a giant Jungle Tree in the jungle biome.,556208,"1.20.1, Forge"
Twilight Aether,1084673,5635493,twilightaether-1.20.1-1.0.0.jar,Negodya1,Compats between The Aether & The Twilight Forest,98797,"Client, 1.20.1, Forge, Server"
Display Case,517791,4921336,Display Case-forge-1.20-1.0.8.jar,ChappiePie,Decorative block for beautiful storage of one item,51697,"1.20.2, 1.20.1, Forge, 1.20"
Tax' Ocean Architect,1032555,5406446,Tax' Ocean Architect 1.0.0,Taknax,Ocean Architect is a Minecraft Forge structure mod aims to add villages on the ocean surface.,402928,"Client, 1.20.1, Forge, Server"
Bocchium,905450,5086758,bocchium-1.20.1-0.0.3.jar,pOtAto__bOy,"Forge port of Bedrodium, culling bedrock sides for better performance.",10201,"Client, 1.20.1, Forge"
CoFH Core,69162,5374122,cofh_core-1.20.1-11.0.2.56.jar,"TeamCoFH, KingLemmingCoFH",Contains Core Functionality for all Team CoFH mods. Also does some really cool stuff on its own!,1509649,"Client, NeoForge, 1.20.1, Forge, Server"
Illusioner Towers,378357,6032411,Illusioner Towers v3.0.0 [1.20.1],Hqrvester,Adds Illusioner Towers with spawners,11172,"1.20.1, Forge"
Withering Boon for Tetra,857533,5384173,witheringboon-1.8.3.jar,FaerMinded,Adds new materials and schematics to Tetra,161498,"Client, 1.20.1, Forge, Server"
Wireless Chargers,510656,5294260,Wireless Chargers 1.0.9a for Forge 1.20,SuperMartijn642,Wireless Chargers adds chargers which can charge nearby blocks and players!,316198,"1.20.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Easy Shulker Boxes [Forge & Fabric],594006,5157055,[FORGE] [1.20.1] EasyShulkerBoxes-v8.0.2,Fuzs,"Supercharge shulkes boxes, bundles and backpacks! Fully useable in your inventory with many intuitive interactions.",581742,"1.20.1, Forge"
Nether's Delight,496394,4736227,1.20.1-4.0,"lumpazl, soytutta",Nether addon for Farmer's Delight,366047,"1.20.1, Forge, 1.20"
Crafting on a stick,577850,5429170,crafting-on-a-stick-1.20.1-1.1.5.jar,OfekN_,Adds multiple crafting station on a stick such as crafting table on a stick,55252,"1.20.1, Forge, 1.20"
Glazed ReSymmetry,714619,5938311,glazedresymmetry-1.20.1-1.7.jar,Lethosos,Adds new variants of glazed terracotta for odd-numbered builds!,1110453,"1.20.1, Forge"
CC:C Bridge,656214,4864664,v1.6.3 Forge,"Sammy_echt, luke_15_05",Adds compatibility between the ComputerCraft and Create mod via peripherals!,289381,"1.20.2, Client, 1.20.1, Forge, Server"
Persistent Inventory Search,880052,5572091,[Fabric/Forge/Neo] 1.20.1-1.5 | Persistent Inventory Search,Serilum,?? [Client] Makes search queries remain inside the creative inventory during tab switching and closing.,15273,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Stonier Stones,533396,4711871,Stonier Stones 2.2.0 [forge-1.20.1].jar,AdamT19,"This mod that adds more variants to the existing stone - like blocks, like andesite, diorite, granite and much more",456985,"1.20.1, Forge"
FTB Teams (Forge),404468,6130786,ftb-teams-forge-2001.3.1.jar,"FTB, ErrorMikey",Library for mods that can utilize team progression,248592,"1.20.1, Forge"
Alien Origins (Ben 10 omnitrix),965897,5071906,Alien Origins - 1.0.0 / 1.20.1,Naox_95,Adding origins to the game based of the Ben 10 aliens!,69617,"Fabric, Client, 1.20.1, Forge, Server"
EMC Baubles,399700,5656758,emcbaubles-1.3.1.jar,JPAN_v2,Adds some useful trinkets to ProjectE,322961,"Client, NeoForge, 1.20.1, Forge, Server"
YDM's Weapon Master,608235,5022313,[1.20.1] Forge - v4.2.3,YourDailyModderx,With this Mod your Hotbar items will be visible on your Character.,283977,"Client, 1.20.1, Forge, Server"
Ars Trade,1131197,6108238,arstrade-1.0.2-1.20.1,Project_Count,Adds Ars Nouveau items to vanilla trader offers.,10224,"Client, 1.20.1, Forge, Server"
Replanting Crops,367051,6185265,[Fabric/Forge/Neo] 1.20.1-5.5 | Replanting Crops,Serilum,"?? Automatically replants/replaces/reseeds crops harvested with a hoe by using the drops. Works with modded drops, carrots, potatoes, beetroots, netherwart, cocoa beans and wheat.",32322,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Snowballs Freeze Mobs,344436,6185133,[Fabric/Forge/Neo] 1.20.1-3.8 | Snowballs Freeze Mobs,Serilum,?? Hitting mobs with a snowball will freeze them for a configurable amount of time.,30243,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Wart Decay,709470,4733283,Forge-1.20.x-2.0.0,Dhyces,Makes wart blocks decay like leaves,393135,"NeoForge, 1.20.1, Forge, 1.20, Server"
Composite Material,982540,6045413,CompositeMaterial-Forge-1.20.1-1.2.5.jar,rawchickenneg,"Equipment part of Copper And Crystal, remake for higher version.",739956,"Client, 1.20.1, Forge, Server"
Mantle,74924,6105891,Mantle 1.11.36 for 1.20.1,"mDiyo, fuj1n, Alexbegt, KnightMiner, bonusboni, ProgWML6",Shared code for Forge mods,1302418,"Client, NeoForge, 1.20.1, Forge, Server"
Freak Mobs,1071878,6190564,freak_mobs-1.3.8.4-forge-1.20.1.jar,Gamisou,"The purpose of the modification is to add increasing complexity to Minecraft as you progress through the game by dividing into stages: the first is entering hell, the second is finding an infernal fortress, the third is killing a dragon.",12099967,"Client, 1.20.1, Forge"
GeoSmelt (Neoforge 1.21.1+),436533,5516123,GeoSmelt-2.7.5-1.20.1.jar,witherlord00,"An expansive ?vanilla? plus mod adding ores above netherite, a new boss, really cool blocks, and some sick swords!",1685016,"1.20.1, Forge"
Create: Diesel Generators,869316,5401010,createdieselgenerators-1.20.1-1.2i.jar,george8188262,"A mod that adds Diesel Generators, Crude Oil Refinery and much more to the create mod.",1943145,"1.20.1, Forge"
Celestial Forge,1147838,6194865,celestial_forge-1.0.5.jar,lcy0x1,"Add equipment modifier, leveling, and ascending system",1079386,"Client, NeoForge, 1.20.1, Forge, Server"
Load My F***ing Tags,656346,4892299,LMFT Forge 1.0.4 for Minecraft 1.20+,Blodhgarm,Prevents Incorrect Tag Entries from breaking an entire Tag,178625,"1.20.2, Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Automobility,658286,4613497,[Forge] Automobility Beta 0.4.2 for 1.20.1,FoundationGames,Vehicle mod adding customizable and functional cars,1054094,"1.20.1, Forge, 1.20"
Forgematica,912441,6180679,0.1.10-mc1.20.1,TexTrue,Litematica unofficial forge port. A modern client-side schematic mod for Minecraft.,998718,"Client, 1.20.1, Forge"
Excavated Variants,577411,5166315,Excavated Variants [NeoForge] v3.0.9,lukebemish,Automatically generated stone variants of ores,379462,"NeoForge, 1.20.1, Forge"
Refined Crafter Proxy,864695,5250206,refinedcrafterproxy-4.1.2.jar,stevendoesstuffs,"This mod adds the crafter proxy, which acts like a crafter, but gets its patterns from another linked crafter.",106571,"1.20.1, Forge"
Tetra,289712,6096160,tetra-1.20.1-6.8.0.jar,mickelus,"Modular items, exploration and technology",3777501,"NeoForge, 1.20.1, Forge"
Smelt Clay & Terracota in Blast Furnaces [Fabric/Forge/NeoForge],956343,6172345,blastingclay-1.20.1-forge-1.jar,Mars,"Blast Clay, Clay Balls and Stained Terracotta, fully configurable",122693,"NeoForge, 1.20.1, Forge, 1.20, Server"
Celestial Enchantments,988897,5430401,celestial_enchantments-1.3.3.jar,lcy0x1,Adds 81 enchantments helping combat and adventure,422719,"Client, NeoForge, 1.20.1, Forge, Server"
Ars Fauna,1055577,5832024,ars_fauna-1.3.3-forge-1.20.1.jar,lyrellion,Adds variants of mobs from Ars Nouveau to the world for ambience.,532708,"1.20.1, Forge"
Particle Core,985426,5729965,particle_core-0.2.5+1.20.1+forge,fzzyhmstrs,"Particle optimizations: Culling, rendering optimizations, configurable particle-type-specific spawn reduction, and potion particle disabling. Compatible with Sodium, improves performance over Sodium alone.",95351,"NeoForge, 1.20.1, Forge"
Item Filters,309674,4838266,item-filters-forge-2001.1.0-build.59.jar,LatvianModder,Item Filters is a library mod that is used by mods like FTB Quests. It adds several filter items that let you precisely select which items to match.,110191,"1.20.1, Forge"
Artifacts,312353,5693342,artifacts-forge-9.5.13.jar,ochotonida,Adds various treasure items that can be found through exploration,843867,"1.20.1, Forge"
Upcycle! (Compost Rotten Flesh!),567281,4593204,Upcycle v.1.1.0,XxRexRaptorxX,Allows you to upcycle trash like rotten flesh & spider eyes in the composter to bone meal!,51521,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Better Creative Tabs (Forge/NeoForge),1046557,5462438,better_creative_tabs-0.0.2.jar,lcy0x1,Make navigating through creative tabs easier. No more flipping across 10 pages!,36349,"Client, NeoForge, 1.20.1, Forge, Server"
ColorBlindness,606170,6086791,1.20.1-2.1.0.1,thecech12,"Potion effects that simulate color blindness (Forge, NeoForge, Fabric, Quilt)",17325,"1.20.2, NeoForge, 1.20.1, Forge"
Mediumcore Mode,999805,5244984,mediumcore-1.0.0,sbom_xela,A difficulty option between Hardcore and Regular Survival,40170,"NeoForge, 1.20.1, Forge"
Create: Enchantable Machinery (Forge),1061749,6155863,Create: Enchantable Machinery Forge 1.20.1-2.9.9,Cotrin,This mod allows you to apply some vanilla enchantment to Create blocks.,1003436,"Client, 1.20.1, Forge, Server"
Project: Vibrant Journeys,300297,6085507,projectvibrantjourneys-1.20.1-6.0.5.jar,OrderedChaosDev,A mod that aims to spice up vanilla survival,514213,"NeoForge, 1.20.1, Forge"
Snad,241344,5432114,[1.20.1] Snad 20.1.0,TheRoBrit,"Finally, sand that actually makes sugarcane grow faster.",35323,"1.20.1, Forge"
Rainbow Oaks Renewed,984099,5167239,1.0.0 - Rainbow Renewed,"Aliysium, thomasglasser, EERussianguy",The Rainbow Oak trees from the Twilight Forest mod. Just the trees...but in the overworld. That's it. That's the mod. ,2119903,"1.20.2, Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Eden Ring Reforked,972090,5400208,Eden Ring Reforked 20.1.20+1.20.1 | Crash Fix,ErzeKawek,An Updated Fork For paulevs Eden Ring Mod to 1.20.1+,24555990,"Fabric, Client, 1.20.1, 1.20, Server, Quilt"
Potion Rings - REFORGED [FORGE/NEOFORGE],531848,5358667,potionring-1.20-1.1,Samlegamer_,"A 1.16.5, 1.18.2, 1.19.4, 1.20.6, 1.21 port of the Potion Fingers Mod by Vazkii",64301,"1.20.2, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Pick Up Notifier [Forge & Fabric],351441,4613538,[FORGE] [1.20.1] PickUpNotifier-v8.0.0,Fuzs,Be notified about all the things you've just collected.,102164,"1.20.1, Forge"
Villager Workers: Traveling Merchant Update!,567450,5314033,workers-1.20.1-1.7.8.jar,talhanation,"Adds hireable villager workers that can farm, mine or even fish for you!",1181474,"Client, 1.20.1, Forge, Server"
ProjectE,226410,4901949,ProjectE-1.20.1-PE1.0.1.jar,SinKillerJ,Equivalent Exchange 2 (EE2) for modern Minecraft versions.,2257347,"NeoForge, 1.20.1, Forge"
Mob Drops Recipes [Overworld],967869,5206182,Mob Drops Recipes [Overworld] - MC 1.20.1 - 2.0.0,"Lupin, jason13official",Now you can craft drops from hostile mobs in the Overworld!,64129,"Fabric, NeoForge, 1.20.1, Forge"
Libnonymous,357557,5668436,libnonymous-1.20.1-2.3.1.jar,davenonymous,A library mod for mods by Davenonymous,295761,"1.20.1, Forge"
In Control!,257356,5932870,InControl - 1.20-9.2.11,McJty,Be In Control of mob spawns,320453,"1.20.1, Forge"
Create: Pillager Arise Forge,1094958,6104515,create_pillagers_arise-116.26.EJ-forge-1.20.1.jar,SmartStreamLabs,10 new create 'mod'  structures for in game! ( Defended by pillagers ),1346046,"Client, 1.20.1, Forge, Server"
Computer Cartographer,940973,4886129,Computer Cartographer 1.0 Forge,Jonko,"Adds a peripheral to ComputerCraft Tweaked that allows for interfacing with common mapping plugins (BlueMap, Dynmap, Pl3xMap, and Squaremap).",65010,"Client, 1.20.1, Forge, 1.20, Server"
Clickable advancements[Forge/Fabric],511733,5293987,clickadv-1.20.1-3.8.jar,someaddon,Click advancement in chat to open its location. Helps players getting into different mods,16295,"Client, NeoForge, 1.20.1, Forge, Server"
Apotheosis Ascended,1012853,5731595,apotheosis_ascended-1.20.1-1.6.0.jar,meeprdib,Addon mod for Apotheosis adding compatibility and integration with other mods,350494,"1.20.1, Forge"
Sodium/Embeddium Extras,558905,6041697,SodiumExtras Forge 1.0.7 for 1.20.1,Txni,An add-on mod for Sodium (and Embeddium) that adds new features and customization.,438540,"1.20.1, Forge, 1.20"
Apotheotic Creation,956637,5515420,v1.0.1,themaxpowa,Apotheosis/Create Addon,8145,"1.20.1, Forge"
Mystical Adaptations,325892,4955398,MysticalAdaptations-1.20.1-1.0.1.jar,focamacho,"Insanium Armor, Insanium Tools & more.",135716,"Client, 1.20.1, Forge, Server"
Enhanced Mob Spawners,321663,4639455,spawnermod-1.20.1-1.9.3+Forge.jar,BR4NDER5,Adds more functionality to mob spawner block. Change range from 16 to 128 blocks and more!,91940,"Client, 1.20.1, Forge, Server"
Cliff under a Tree (Clifftree) - Mod Version,1048226,5820397,Clifftree 1.7.2 (Forge/Neoforge) [Backport],Konci,"A vanilla-styled worldgen overhaul, with new biomes and touches to existing ones",3287306,"1.20.2, 1.20.2-Snapshot, NeoForge, 1.20.3-Snapshot, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Ambient Environment,320163,4598390,AmbientEnvironment-forge-1.20.1-11.0.0.1.jar,Jaredlll08,Adds more ambiance to a Minecraft world,7336,"1.20.1, Forge"
Tiny Pipes,555132,4593866,tinypipes-1.20-4.0.0.jar,Danny_and_Son,"Modular item, fluid, energy and redstone pipes that can share block space with each other and Tiny Redstone circuits.",185780,"1.20.1, Forge, 1.20"
Advancement Plaques [Neo/Forge],499826,6186385,AdvancementPlaques-1.20.1-forge-1.6.9.jar,Grend_G,Replace those boring advancement popups with something flashier.,208850,"Client, 1.20.1, Forge, Server"
BdLib,70496,4670650,BDLib 1.27.0.8 (MC 1.20.1),bdew,A library of generic code for my other mods,1258868,"1.20.1, Forge"
Ex Machinis: Divitiae Deorum,980111,5424055,exmachinis-deorum-1.20.1-3.0.3.jar,MutantGumdrop,Automation addon for Ex Deorum,204915,"1.20.1, Forge"
Verdant,1162412,6122082,verdant-1.20.1-0.1.2-forge.jar,OrdanaryMods,Abundant foliage and greenery bring your world to life.,989838,"1.20.1, Forge"
Sky Structures,832828,5025376,Sky Structures 1.0.0,TrueRealCursed_Warrior,Adds a bunch of new structures that spawn in the sky,70037,"1.20.1, Forge"
Melter Block,884399,5186213,melterblock-1.20.1-1.3.5-all.jar,nano_nestor,Turns blocks into fluids! Create mod compatibility! A fork of the mod 'melter'.,378476,"Client, NeoForge, 1.20.1, Forge, Server"
Quicksilver,1144711,5923483,quicksilver-1.0-forge-1.20.1.jar,KWat_Dev_777,"Adds Silver, a decorative resource that aims to be the opposite of Gold.",93958,"Client, 1.20.1, Forge, Server"
Macaw's Lights and Lamps,502372,5450327,v1.1.0 / mc1.20.1 - Forge,sketch_macaw,"Adds vanila styled lamps, torches, street lamps, paper lamps, slabs... Make your worlds brighter!",517513,"1.20.1, Forge"
Silent Lib (silentlib),242998,4585754,silent-lib-1.20.1-8.0.0.jar,SilentChaos512,Library to make writing and maintaining mods easier.,225949,"1.20.1, Forge"
Loot Integrations: Formations Overworld & Nether,1146867,6170529,lootintegrations_formations-1.2.jar,someaddon,"Adds better loot to "" Formations"" structure's chests, including modded loot",5947,"1.21, Fabric, NeoForge, 1.20.1, Forge, 1.21.1, Server"
Lava-Mo-Tron,522544,4966556,lavamotron-3.2.3.jar,Vincent_huto,Create lava from stone!,173749,"Client, 1.20.1, Forge, Server"
Alchemistry,293425,4770614,Alchemistry - 1.20.1-2.3.4,"Dark_Arcana, Timbroglio_Bat","Manipulation of chemical elements, inspired by Minechem",3654585,"1.20.1, Forge"
Iron's Spells Delight,1094462,6105095,ironsspellsdelight-1.1.1.1-1.20.1,Project_Count,Adds compatibility between Iron's Spells 'n Spellbooks and Farmer's Delight. Vanilla style.,73483,"Client, 1.20.1, Forge, Server"
Cooking for Blockheads,231484,6189588,cookingforblockheads-forge-1.20.1-16.0.11.jar,BlayTheNinth,Adds a multiblock kitchen that shows recipes you can make with what ingredients you have available.,822941,"1.20.1, Forge, 1.20"
Respawning Shulkers,450144,6185241,[Fabric/Forge/Neo] 1.20.1-4.1 | Respawning Shulkers,Serilum,"?? Shulkers will respawn at their death location after a configurable delay, farm shells sustainably.",34133,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Construction Wand,399558,4684054,constructionwand-1.20.1-2.11.jar,ThetaDev,Construction Wands make building easier! (A new take on the Builder's Wand),210312,"1.20.1, Forge, 1.20"
Better Animations Collection,323976,4613527,[FORGE] [1.20.1] BetterAnimationsCollection-v8.0.0,Fuzs,Changing the in-game models to allow for better animations and subtle effects.,198652,"1.20.1, Forge"
Beautify!,633252,4781709, Beautify 1.20.1-V.2.0.2 [Forge],Pandarix,Adds lots of vanilla-styled ways to spice up your builds.,838292,"Client, NeoForge, 1.20.1, Forge, Server"
Railcraft Reborn,901491,6149940,railcraft-reborn-1.20.1-1.1.9,"3divad99, Sm0keySa1m0n",Redefine your rails!,5247750,"NeoForge, 1.20.1, Forge"
Alex's Caves Plus,1021474,5920754,alexs_caves_plus-1.1.2.4.2,Project_Count,The mod will add new content and features to 5 unique caves from Alex's caves.,2065056,"Client, 1.20.1, Forge, Server"
Don't Make Me Turn This Boat Around,921475,4895521,DMMTTBA-forge-1.20.1-1.0.2.jar,Mrbysco,Rotate the boat to face the direction you were facing,12636,"NeoForge, 1.20.1, Forge"
Ad Astra Delight,1075745,6067291,adastradelight-1.1.1-1.20.1,Project_Count,Adds compatibility between Ad Astra and Farmer's Delight. Vanilla style.,52110,"Client, 1.20.1, Forge, Server"
DimensionalDoors,284876,6021825,[Forge] Dimensional Doors 5.4.3 - 1.20.1,"DimensionalDevelopment, BoogieMonster1O1, Waterpicker, ZombieHDGaming, Robijnvogel, Runemoro, The_Computerizer","Mazes, puzzles and traps. Doors and portals that can teleport you anywhere. Envious, malevolent eyes looking at you from the eldritch Limbo dimension.",17794466,"Client, 1.20.1, Forge, Server"
The Undergarden,379849,5182632,The Undergarden 0.8.14,Quek04,"Deep underground, a forgotten land awaits.",45084263,"Client, NeoForge, 1.20.1, Forge, Server"
Better Biome Reblend,1018276,5362745,1.4.2 | Forge,Cartrigger,"Updated version of Better Biome Blend, a mod that Improves and fixes biome color blending",54314,"1.20.2, 1.20.5, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4"
Create Amazing Structures,1117024,6124898,createamazingdungeons-1.1.0-1.20.1,Project_Count,"Adds large, detailed structures Create mod factories, puzzles, and hidden loot.",1039754,"Client, 1.20.1, Forge, Server"
Biomancy,492939,5886758,Biomancy 2.8.19.0,Elenterius,"The Bio-Punk mod with a cartoony flesh art style and hints of body horror. This is a tech-magic mod that focuses on organic machines, bio-alchemy and more.",4845391,"Client, 1.20.1, Forge, Server"
